"rsp_id","rsp_age","rsp_allow_priv","rsp_education","rsp_eq_rights","rsp_gender","rsp_like_ap","rsp_like_frp","rsp_like_h","rsp_like_krf","rsp_like_mdg","rsp_like_rodt","rsp_like_sp","rsp_like_sv","rsp_like_v","rsp_lower_taxes","rsp_mobile","rsp_not_allow_love","rsp_political_interest","rsp_priv_better","rsp_reduce_ineq","rsp_ref_social_rights","rsp_rel_div_good","rsp_would_vote_party","rsp_polint","rsp_polside"
1000177,3,NA,3,NA,"Male",6,2,1,2,2,3,3,4,4,NA,0,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1000178,5,NA,3,NA,"Male",2,5,6,2,2,1,1,1,5,NA,0,NA,5,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1000179,2,NA,3,NA,"Male",5,1,2,1,3,7,5,4,3,NA,1,NA,4,NA,NA,NA,NA,9,"Interested in politics","Respondents on
the left"
1000180,1,NA,1,NA,"Male",4,4,4,4,4,4,4,4,4,NA,0,NA,2,NA,NA,NA,NA,10,"Not interested in politics",NA
1000181,1,NA,2,NA,"Female",7,2,5,2,5,3,3,5,6,NA,1,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1000182,3,NA,2,NA,"Male",5,4,7,5,1,3,5,3,3,NA,NA,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1000183,3,NA,3,NA,"Female",5,5,5,4,5,2,3,3,3,NA,1,NA,2,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1000184,2,NA,1,NA,"Male",3,6,4,2,4,1,2,2,4,NA,NA,NA,4,NA,NA,NA,NA,NA,"Interested in politics",NA
1000185,2,NA,3,NA,"Female",3,4,6,3,4,4,2,3,3,NA,1,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1000186,2,NA,3,NA,"Male",5,3,5,2,3,2,4,2,5,NA,0,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1000187,4,NA,3,NA,"Female",6,1,3,1,3,1,4,3,4,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000188,4,NA,3,NA,"Female",5,3,5,3,3,3,3,3,5,NA,NA,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1000189,4,NA,3,NA,"Male",6,1,3,2,4,2,3,4,3,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000190,4,NA,2,NA,"Male",3,4,6,2,1,1,2,2,4,NA,NA,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1000191,5,NA,3,NA,"Female",4,1,3,1,7,6,1,6,5,NA,0,NA,4,NA,NA,NA,NA,7,"Interested in politics",NA
1000192,5,NA,2,NA,"Female",4,4,4,4,4,4,4,4,4,NA,1,NA,1,NA,NA,NA,NA,10,"Not interested in politics",NA
1000193,2,NA,2,NA,"Male",4,6,7,5,1,1,4,3,1,NA,NA,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1000194,5,NA,2,NA,"Male",2,5,6,3,1,1,5,1,5,NA,1,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1000195,2,NA,3,NA,"Female",7,3,2,4,4,2,2,4,1,NA,1,NA,2,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1000196,1,NA,2,NA,"Male",5,7,7,2,3,1,3,3,3,NA,NA,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1000197,2,NA,3,NA,"Female",5,1,3,3,7,6,3,6,5,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1000198,1,NA,2,NA,"Female",3,3,5,4,1,1,4,3,3,NA,1,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1000199,3,NA,3,NA,"Male",5,2,5,3,6,2,4,4,3,NA,1,NA,4,NA,NA,NA,NA,7,"Interested in politics",NA
1000200,3,NA,2,NA,"Male",5,1,5,2,5,4,2,5,6,NA,NA,NA,3,NA,NA,NA,NA,NA,"Not interested in politics",NA
1000201,4,NA,3,NA,"Female",4,3,6,3,3,2,3,3,5,NA,1,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1000202,1,NA,2,NA,"Male",6,1,3,4,6,4,1,5,7,NA,0,NA,3,NA,NA,NA,NA,4,"Not interested in politics",NA
1000203,1,NA,1,NA,"Female",4,1,3,3,7,6,4,6,7,NA,NA,NA,2,NA,NA,NA,NA,7,"Not interested in politics",NA
1000204,6,NA,3,NA,"Female",5,2,3,3,2,2,3,2,2,NA,0,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1000205,4,NA,3,NA,"Female",6,2,5,5,1,2,3,5,4,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000206,4,NA,3,NA,"Male",5,1,5,5,1,2,3,3,4,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000207,5,NA,2,NA,"Male",6,5,3,4,3,5,4,4,4,NA,1,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1000208,4,NA,3,NA,"Female",1,5,7,5,3,1,2,1,2,NA,1,NA,5,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1000209,2,NA,3,NA,"Male",5,3,5,4,5,4,3,2,6,NA,NA,NA,3,NA,NA,NA,NA,4,"Not interested in politics",NA
1000210,4,NA,3,NA,"Male",6,NA,5,3,2,2,5,4,5,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000211,3,NA,3,NA,"Female",7,2,3,4,5,4,5,4,4,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000212,5,NA,2,NA,"Female",6,1,2,3,1,1,3,3,2,NA,1,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1000213,5,NA,NA,NA,"Female",7,2,2,6,4,1,4,4,4,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000214,1,NA,2,NA,"Female",4,3,4,2,4,5,4,4,6,NA,NA,NA,3,NA,NA,NA,NA,7,"Not interested in politics",NA
1000215,7,NA,3,NA,"Female",6,1,3,2,6,5,4,6,4,NA,1,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000216,6,NA,3,NA,"Female",4,3,7,5,4,1,4,2,6,NA,NA,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1000217,2,NA,3,NA,"Female",6,1,4,3,4,2,4,4,4,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1000218,5,NA,3,NA,"Male",3,3,5,5,3,1,3,1,5,NA,0,NA,4,NA,NA,NA,NA,1,"Interested in politics",NA
1000219,3,NA,3,NA,"Female",NA,1,3,2,5,5,NA,2,5,NA,NA,NA,2,NA,NA,NA,NA,NA,"Not interested in politics",NA
1000220,3,NA,3,NA,"Female",6,3,3,5,5,6,6,5,5,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000221,6,NA,3,NA,"Male",6,4,6,5,1,1,3,3,4,NA,0,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1000222,3,NA,3,NA,"Female",2,7,6,5,1,2,3,1,2,NA,0,NA,5,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1000223,1,NA,1,NA,"Female",2,5,6,3,5,4,4,4,4,NA,NA,NA,2,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1000224,4,NA,2,NA,"Male",3,5,6,4,1,1,3,1,5,NA,1,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1000225,4,NA,2,NA,"Male",2,6,6,5,3,1,4,3,5,NA,NA,NA,4,NA,NA,NA,NA,NA,"Interested in politics",NA
1000226,3,NA,3,NA,"Male",2,1,1,2,6,6,2,6,2,NA,0,NA,5,NA,NA,NA,NA,9,"Interested in politics","Respondents on
the left"
1000227,4,NA,3,NA,"Female",6,1,2,3,5,5,4,5,4,NA,NA,NA,5,NA,NA,NA,NA,NA,"Interested in politics",NA
1000228,2,NA,3,NA,"Female",6,2,2,3,4,4,4,4,4,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1000229,2,NA,2,NA,"Female",4,4,4,4,4,4,4,4,4,NA,1,NA,2,NA,NA,NA,NA,10,"Not interested in politics",NA
1000230,4,NA,3,NA,"Male",2,2,2,1,1,1,4,2,1,NA,0,NA,4,NA,NA,NA,NA,10,"Interested in politics",NA
1000231,2,NA,2,NA,"Male",3,3,3,3,3,3,3,3,3,NA,1,NA,3,NA,NA,NA,NA,12,"Not interested in politics",NA
1000232,2,NA,NA,NA,"Female",5,5,5,5,2,4,3,3,3,NA,0,NA,4,NA,NA,NA,NA,12,"Interested in politics",NA
1000233,5,NA,3,NA,"Female",3,3,4,2,3,2,4,2,4,NA,0,NA,4,NA,NA,NA,NA,12,"Interested in politics",NA
1000234,4,NA,3,NA,"Male",6,1,3,4,7,5,4,4,5,NA,NA,NA,5,NA,NA,NA,NA,7,"Interested in politics",NA
1000235,4,NA,3,NA,"Female",6,1,2,4,3,4,3,3,3,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000236,4,NA,3,NA,"Male",6,1,2,1,2,5,4,5,4,NA,0,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1000237,5,NA,3,NA,"Female",6,2,3,5,3,4,5,5,5,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000238,3,NA,3,NA,"Female",7,1,5,3,4,1,3,2,6,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000239,3,NA,3,NA,"Male",3,4,3,3,3,5,5,3,3,NA,0,NA,4,NA,NA,NA,NA,6,"Interested in politics",NA
1000240,5,NA,2,NA,"Male",6,3,6,4,3,1,4,3,3,NA,0,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1000241,1,NA,3,NA,"Female",4,3,6,3,4,1,4,4,6,NA,NA,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1000242,2,NA,2,NA,"Female",6,1,1,1,7,7,5,7,5,NA,NA,NA,3,NA,NA,NA,NA,5,"Not interested in politics","Respondents on
the left"
1000243,3,NA,3,NA,"Female",4,2,4,4,6,5,5,5,5,NA,0,NA,4,NA,NA,NA,NA,7,"Interested in politics",NA
1000244,1,NA,2,NA,"Female",7,1,2,3,5,3,5,6,5,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000245,5,NA,3,NA,"Female",6,1,3,5,5,5,5,5,5,NA,NA,NA,3,NA,NA,NA,NA,NA,"Not interested in politics",NA
1000246,6,NA,2,NA,"Female",3,4,5,2,2,2,4,4,6,NA,NA,NA,3,NA,NA,NA,NA,4,"Not interested in politics",NA
1000247,6,NA,3,NA,"Female",2,5,6,1,1,1,4,1,2,NA,0,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1000248,5,NA,2,NA,"Female",3,4,6,4,3,1,3,2,3,NA,0,NA,2,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1000249,4,NA,2,NA,"Female",4,3,4,2,3,2,5,3,3,NA,0,NA,2,NA,NA,NA,NA,6,"Not interested in politics",NA
1000250,6,NA,1,NA,"Male",2,3,3,2,2,2,2,2,2,NA,NA,NA,3,NA,NA,NA,NA,10,"Not interested in politics",NA
1000251,3,NA,2,NA,"Male",5,6,5,1,2,1,4,2,3,NA,0,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1000252,5,NA,2,NA,"Male",3,5,6,2,5,1,2,1,3,NA,NA,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1000253,3,NA,2,NA,"Female",7,1,2,2,2,6,2,7,3,NA,1,NA,4,NA,NA,NA,NA,5,"Interested in politics","Respondents on
the left"
1000254,4,NA,3,NA,"Male",NA,1,6,2,3,1,4,1,4,NA,NA,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1000255,5,NA,3,NA,"Male",1,3,3,1,1,1,1,1,3,NA,0,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1000256,6,NA,2,NA,"Male",3,3,7,5,1,1,2,1,5,NA,0,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1000257,6,NA,NA,NA,"Female",5,5,6,1,5,1,5,5,5,NA,1,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1000258,3,NA,3,NA,"Female",6,1,2,3,4,4,3,4,6,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000259,4,NA,3,NA,"Female",5,3,4,4,5,3,5,4,4,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000260,3,NA,3,NA,"Female",7,1,5,4,4,4,4,5,5,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1000261,3,NA,3,NA,"Male",5,6,2,2,4,4,4,4,2,NA,1,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1000262,4,NA,2,NA,"Female",6,1,1,5,6,6,5,6,1,NA,0,NA,5,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000263,4,NA,3,NA,"Male",4,2,5,3,1,1,2,1,5,NA,0,NA,4,NA,NA,NA,NA,4,"Interested in politics",NA
1000264,2,NA,2,NA,"Female",5,1,3,3,6,5,4,6,5,NA,0,NA,4,NA,NA,NA,NA,7,"Interested in politics",NA
1000265,2,NA,3,NA,"Female",5,2,3,4,3,4,4,3,5,NA,1,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1000266,1,NA,1,NA,"Female",6,3,3,4,6,3,4,5,6,NA,NA,NA,3,NA,NA,NA,NA,4,"Not interested in politics",NA
1000267,5,NA,3,NA,"Female",7,2,2,3,3,3,4,4,3,NA,NA,NA,2,NA,NA,NA,NA,NA,"Not interested in politics",NA
1000268,4,NA,3,NA,"Female",5,1,5,3,5,2,4,5,6,NA,0,NA,3,NA,NA,NA,NA,4,"Not interested in politics",NA
1000269,3,NA,2,NA,"Male",1,6,7,5,5,1,4,1,4,NA,NA,NA,4,NA,NA,NA,NA,NA,"Interested in politics",NA
1000270,5,NA,3,NA,"Female",6,6,6,5,1,5,5,5,3,NA,1,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1000271,3,NA,NA,NA,"Female",5,1,6,1,5,1,1,1,5,NA,NA,NA,4,NA,NA,NA,NA,NA,"Interested in politics",NA
1000272,2,NA,3,NA,"Female",4,1,6,1,3,4,3,2,4,NA,1,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1000273,4,NA,3,NA,"Female",4,1,2,3,2,5,6,5,2,NA,0,NA,4,NA,NA,NA,NA,6,"Interested in politics",NA
1000274,5,NA,2,NA,"Male",3,3,6,3,1,1,2,2,2,NA,0,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1000275,3,NA,3,NA,"Male",3,3,5,2,2,2,5,2,2,NA,0,NA,4,NA,NA,NA,NA,11,"Interested in politics",NA
1000276,3,NA,2,NA,"Female",5,1,2,3,5,4,3,2,3,NA,1,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1000277,6,NA,2,NA,"Male",6,3,3,3,5,4,4,5,5,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1000278,5,NA,3,NA,"Female",6,1,4,5,3,4,3,4,5,NA,0,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1000279,1,NA,2,NA,"Male",5,4,5,1,1,1,1,1,1,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000280,7,NA,3,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1000281,5,NA,3,NA,"Male",6,1,NA,1,2,5,2,5,4,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000282,6,NA,2,NA,"Male",5,2,4,4,4,5,4,5,4,NA,0,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1000283,4,NA,3,NA,"Female",4,4,4,4,4,4,4,4,4,NA,0,NA,3,NA,NA,NA,NA,10,"Not interested in politics",NA
1000284,1,NA,2,NA,"Male",5,4,6,4,5,1,3,2,6,NA,NA,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1000285,5,NA,3,NA,"Female",6,1,5,2,2,2,2,5,5,NA,1,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000286,4,NA,3,NA,"Male",2,5,6,2,1,1,2,1,2,NA,NA,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1000287,3,NA,NA,NA,"Male",5,3,6,3,5,1,2,2,5,NA,NA,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1000288,1,NA,1,NA,"Female",3,2,5,NA,5,4,6,5,4,NA,0,NA,2,NA,NA,NA,NA,6,"Not interested in politics",NA
1000289,4,NA,3,NA,"Male",5,5,7,4,2,2,3,2,6,NA,NA,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1000290,4,NA,3,NA,"Male",2,7,5,2,1,1,2,1,1,NA,0,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1000291,3,NA,3,NA,"Female",5,3,3,4,4,4,4,4,5,NA,1,NA,3,NA,NA,NA,NA,6,"Not interested in politics",NA
1000292,2,NA,2,NA,"Female",6,1,3,3,2,2,6,6,2,NA,1,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1000293,3,NA,NA,NA,"Female",3,5,3,3,4,3,4,4,4,NA,0,NA,2,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1000294,1,NA,2,NA,"Female",5,4,6,4,4,5,4,4,4,NA,1,NA,2,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1000295,1,NA,2,NA,"Female",2,3,3,3,5,4,4,5,4,NA,NA,NA,3,NA,NA,NA,NA,10,"Not interested in politics",NA
1000296,2,NA,3,NA,"Female",6,1,2,3,6,5,6,6,5,NA,NA,NA,4,NA,NA,NA,NA,5,"Interested in politics","Respondents on
the left"
1000297,2,NA,3,NA,"Female",3,4,6,4,1,1,3,1,1,NA,1,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1000298,5,NA,2,NA,"Female",6,5,5,4,4,3,3,4,2,NA,0,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1000299,2,NA,3,NA,"Female",5,3,3,4,3,4,4,5,4,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1000300,3,NA,3,NA,"Male",4,5,6,4,4,1,4,2,5,NA,1,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1000301,5,NA,3,NA,"Male",3,5,6,5,3,1,3,2,5,NA,0,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1000302,4,NA,3,NA,"Male",7,3,5,4,5,4,4,4,6,NA,1,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1000303,5,NA,3,NA,"Female",6,1,3,5,5,3,4,5,5,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000304,3,NA,3,NA,"Female",4,4,4,4,4,4,4,4,4,NA,1,NA,3,NA,NA,NA,NA,9,"Not interested in politics","Respondents on
the left"
1000305,4,NA,3,NA,"Female",7,1,5,5,5,5,5,5,3,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000306,4,NA,2,NA,"Female",4,4,4,4,4,4,4,4,4,NA,NA,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1000307,6,NA,2,NA,"Female",6,2,3,3,1,3,1,4,2,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000308,3,NA,3,NA,"Female",3,5,5,3,4,4,3,4,2,NA,0,NA,2,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1000309,3,NA,3,NA,"Female",3,6,6,5,3,1,3,1,3,NA,NA,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1000310,2,NA,2,NA,"Male",5,1,4,3,5,5,2,2,5,NA,NA,NA,4,NA,NA,NA,NA,NA,"Interested in politics",NA
1000311,3,NA,3,NA,"Female",6,2,6,2,1,2,2,2,5,NA,0,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1000312,2,NA,3,NA,"Female",6,1,3,3,6,5,7,4,4,NA,NA,NA,3,NA,NA,NA,NA,6,"Not interested in politics",NA
1000313,3,NA,2,NA,"Male",2,5,4,2,3,2,5,3,3,NA,0,NA,2,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1000314,1,NA,3,NA,"Female",6,3,3,4,5,5,5,5,4,NA,NA,NA,3,NA,NA,NA,NA,NA,"Not interested in politics",NA
1000315,2,NA,2,NA,"Female",1,6,6,3,4,4,3,3,2,NA,NA,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1000316,7,NA,3,NA,"Male",6,1,3,5,6,5,3,6,2,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000317,1,NA,2,NA,"Female",4,1,2,2,6,6,3,6,4,NA,0,NA,4,NA,NA,NA,NA,5,"Interested in politics","Respondents on
the left"
1000318,4,NA,2,NA,"Male",3,5,4,4,3,3,5,4,4,NA,NA,NA,3,NA,NA,NA,NA,6,"Not interested in politics",NA
1000319,5,NA,3,NA,"Male",5,1,5,1,3,5,1,1,6,NA,0,NA,4,NA,NA,NA,NA,4,"Interested in politics",NA
1000320,4,NA,1,NA,"Male",3,5,6,4,4,1,4,3,3,NA,0,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1000321,5,NA,2,NA,"Female",2,3,6,2,2,4,3,2,3,NA,0,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1000322,4,NA,2,NA,"Female",3,6,5,2,3,3,6,3,3,NA,NA,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1000323,4,NA,1,NA,"Male",6,3,5,5,1,4,4,3,2,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000324,5,NA,2,NA,"Female",7,1,2,1,4,4,4,4,2,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000325,4,NA,3,NA,"Female",7,1,3,3,5,7,3,7,5,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000326,4,NA,1,NA,"Female",1,5,5,6,1,1,7,1,1,NA,NA,NA,3,NA,NA,NA,NA,12,"Not interested in politics",NA
1000327,6,NA,1,NA,"Female",6,1,4,6,2,1,2,1,3,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000328,6,NA,3,NA,"Male",2,6,6,2,1,1,2,1,2,NA,NA,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1000329,1,NA,2,NA,"Male",4,1,3,5,6,5,4,5,7,NA,NA,NA,5,NA,NA,NA,NA,4,"Interested in politics",NA
1000330,2,NA,3,NA,"Female",6,3,6,6,4,2,4,4,5,NA,NA,NA,3,NA,NA,NA,NA,1,"Not interested in politics",NA
1000331,1,NA,1,NA,"Female",6,1,2,2,5,6,3,7,3,NA,0,NA,2,NA,NA,NA,NA,5,"Not interested in politics","Respondents on
the left"
1000332,5,NA,NA,NA,"Female",6,2,2,2,1,1,4,4,2,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000333,6,NA,3,NA,"Male",6,1,2,2,2,1,3,5,1,NA,0,NA,5,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000334,4,NA,3,NA,"Female",7,3,5,5,2,1,4,2,3,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1000335,2,NA,3,NA,"Male",3,1,1,2,5,6,2,6,2,NA,0,NA,4,NA,NA,NA,NA,5,"Interested in politics","Respondents on
the left"
1000336,4,NA,2,NA,"Female",5,1,2,3,4,6,5,6,1,NA,1,NA,4,NA,NA,NA,NA,9,"Interested in politics","Respondents on
the left"
1000337,4,NA,2,NA,"Male",5,5,5,4,5,5,4,4,4,NA,0,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1000338,6,NA,2,NA,"Male",2,5,6,4,1,1,1,1,1,NA,0,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1000339,1,NA,2,NA,"Female",6,4,4,4,4,4,4,4,4,NA,0,NA,2,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1000340,4,NA,3,NA,"Female",6,2,3,5,5,4,5,5,5,NA,1,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1000341,6,NA,2,NA,"Male",4,2,3,3,2,2,6,2,2,NA,0,NA,4,NA,NA,NA,NA,6,"Interested in politics",NA
1000342,5,NA,3,NA,"Female",6,4,4,6,7,4,4,4,5,NA,0,NA,4,NA,NA,NA,NA,7,"Interested in politics",NA
1000343,6,NA,3,NA,"Male",3,6,7,1,1,1,3,1,1,NA,1,NA,5,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1000344,1,NA,2,NA,"Male",5,2,3,4,5,3,4,4,5,NA,1,NA,3,NA,NA,NA,NA,4,"Not interested in politics",NA
1000345,6,NA,3,NA,"Male",4,4,7,3,2,1,2,2,3,NA,0,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1000346,5,NA,3,NA,"Female",4,2,3,4,4,5,4,5,4,NA,0,NA,3,NA,NA,NA,NA,5,"Not interested in politics","Respondents on
the left"
1000347,4,NA,3,NA,"Female",3,6,6,3,3,2,3,2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,"Not interested in politics",NA
1000348,5,NA,2,NA,"Male",5,6,3,NA,1,1,6,4,3,NA,0,NA,3,NA,NA,NA,NA,6,"Not interested in politics",NA
1000349,4,NA,2,NA,"Female",5,2,5,3,4,3,3,4,3,NA,0,NA,3,NA,NA,NA,NA,12,"Not interested in politics",NA
1000350,3,NA,3,NA,"Female",6,1,5,4,4,4,4,4,4,NA,1,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1000351,5,NA,3,NA,"Female",7,2,3,4,3,5,5,5,3,NA,NA,NA,5,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1000352,2,NA,3,NA,"Male",4,3,5,6,3,3,3,4,4,NA,NA,NA,3,NA,NA,NA,NA,6,"Not interested in politics",NA
1000353,6,NA,3,NA,"Female",6,2,4,4,5,5,3,6,4,NA,0,NA,4,NA,NA,NA,NA,5,"Interested in politics","Respondents on
the left"
1000354,4,NA,3,NA,"Female",6,2,5,5,3,2,5,4,5,NA,1,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
